SUB_HAP,SUB_SAT,SUB_SLP,DIC_PAR,DIC_FRI,DIC_OTH,ULT_PRO_PAR,ULT_PRO_FRI,ULT_PRO_OTH,ULT_REC_PAR,ULT_REC_FRI,ULT_REC_OTH,TRU_PAR,TRU_FRI,TRU_OTH,SPN_UNM,SPN_THK,SPN_FEA,SPN_LIV,SPN_IMP,KAN_SEC,KAN_THI,KAN_SUP,KAN_PRD,KAN_KYK,DED_SHI,DED_TEN,DED_JIG,DED_KIS,DED_PUN,SEX_IMP,SEX_MAS,SEX_SEX,SEX_OBJ,SEX_NIN,SEX_NNA,SEX_IMP_num,SEX_MAS_nen,SEX_SEX_nen,SEX_NIN_cen,F_SEX,F_GEN_2,F_GEN,F_FGR,F_INK,F_INS,F_INK_cen,F_INS_cen,F_TAN,ARE,PRE,MAR,CHI,ID
7,5,8,3,0,0,1,4,5,1,5,5,10,8,0,3,3,2,3,3,3,2,3,3,3,4,3,2,3,2,3,1,4,Isei,N2-3nin,0,3,1,12,2.5,female,30_af,30dai,Kou_Sotsu,y1-200,y400-600,1,5,PC(Mac),Kanto,12,Married,NoChild,96
10,10,10,5,5,0,5,5,5,0,5,0,10,10,5,2,3,3,3,4,2,2,2,2,3,2,2,2,3,2,3,5,3,Isei,,1,3,26,4,,male,40_af,40dai,Dai_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kyushu,43,Married,Child,97
4,4,4,4,6,0,3,5,0,5,5,0,4,5,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,Isei,N41-100nin,0,3,12,12,70.5,male,40_af,40dai,Dai_Sotsu,y600-800,y800-1000,7,9,Tab(iOS_iPad),Kanto,14,Married,Child,98
5,5,5,10,5,3,5,3,2,10,5,3,10,6,2,2,2,3,3,3,2,2,2,2,3,2,2,2,3,3,4,0,2,Isei,,1,4,0,2,,female,40_bf,40dai,Sen_Sotsu,y200-400,y600-800,3,7,SMA(android),Chubu,21,Married,Child,99
3,3,9,10,10,0,10,10,0,10,10,0,9,10,0,3,4,3,3,4,2,3,1,1,3,3,3,3,3,3,4,,,Isei,,3,4,,,,male,40_af,40dai,Kou_Sotsu,y1-200,y1-200,1,1,PC(Windows),Chugoku,35,NotMarried,NoChild,100
4,3,10,8,5,2,9,7,1,6,2,0,10,10,2,4,3,4,3,4,4,1,1,1,4,4,4,4,4,4,5,7,0,Isei,N0nin,0,5,130,0,0,male,20_af,20dai,Kou_Sotsu,y1-200,Unknown,1,,PC(Windows),Tohoku,7,NotMarried,NoChild,101
5,2,2,5,1,0,5,5,5,5,5,5,5,2,1,1,3,3,3,3,2,3,2,2,2,3,3,3,3,2,4,,,,,4,4,,,,male,30_af,30dai,Dai_Sotsu,Unknown,Unknown,,,PC(Windows),Chubu,22,NotMarried,NoChild,102
7,7,4,8,0,0,8,5,0,0,1,5,10,5,0,2,3,3,2,4,2,3,1,1,3,3,3,3,3,3,,7,6,Isei,N11-15nin,1,,130,52,13,male,40_bf,40dai,Mas_Shu,Unknown,Unknown,,,PC(Windows),Kanto,8,Married,Child,103
7,8,9,0,0,0,5,5,5,5,3,3,3,3,3,4,3,4,3,4,3,3,1,3,4,3,1,1,4,2,2,0,4,Isei,N4-5nin,0,2,0,12,4.5,female,40_bf,40dai,Sen_Sotsu,y1-200,y600-800,1,7,PC(Windows),Kinki,28,Married,NoChild,104
7,7,2,10,5,5,5,5,5,5,5,5,5,5,5,2,4,4,2,4,2,2,2,3,3,2,1,1,3,3,5,7,6,Isei,,1,5,130,52,,male,40_bf,40dai,Dai_Sotsu,y400-600,y400-600,5,5,Tab(android),Kyushu,40,Married,Child,105
8,8,10,2,1,0,5,5,4,4,4,5,5,5,3,2,3,4,3,4,2,3,2,2,3,1,1,1,3,2,5,8,4,Isei,N41-100nin,0,5,365,12,70.5,male,50_bf,50dai,Kou_Sotsu,y200-400,y400-600,3,5,PC(Windows),Chugoku,34,Married,Child,106
5,5,7,10,5,0,10,5,0,0,0,0,5,5,3,3,3,4,3,4,2,1,2,3,3,4,4,3,4,4,2,,,Isei,N1nin,2,2,,,1,female,50_bf,50dai,Kou_Sotsu,Unknown,Unknown,,,PC(Windows),Kanto,9,Married,NoChild,107
10,10,10,0,0,0,5,0,0,10,10,10,10,10,1,2,3,3,3,3,1,1,3,1,4,2,1,1,3,1,,,,,,5,,,,,female,30_bf,30dai,Dai_Sotsu,y1-200,y200-400,1,3,SMA(iOS_iPhone),Hokkaido,1,Married,NoChild,108
6,5,7,5,3,1,5,3,3,5,3,3,5,5,5,2,3,4,4,4,3,2,2,2,3,3,3,3,3,4,7,5,1,Isei,N8-10nin,0,7,26,1,9,male,50_bf,50dai,Kou_Sotsu,y200-400,y200-400,3,3,SMA(iOS_iPhone),Kanto,14,NotMarried,NoChild,109
0,0,10,10,10,0,10,10,0,5,5,0,10,10,0,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,,,,,,5,,,,,male,60_bf,60dai,Dai_Sotsu,Unknown,Unknown,,,PC(Windows),Kinki,27,Married,NoChild,110
1,1,6,10,0,0,10,5,5,0,0,5,10,10,5,1,3,4,2,4,1,1,1,1,3,2,2,2,4,3,4,2,4,Isei,N4-5nin,0,4,2,12,4.5,male,40_af,40dai,Dai_Sotsu,y1-200,y1-200,1,1,PC(Windows),Kanto,12,NotMarried,NoChild,111
8,7,5,5,3,0,5,5,3,5,3,2,10,6,3,2,3,4,3,4,3,1,1,1,3,2,2,2,4,4,1,0,4,Isei,N2-3nin,0,1,0,12,2.5,female,40_bf,40dai,Sen_Sotsu,y0,y600-800,0,7,PC(Windows),Chugoku,34,Married,Child,112
6,6,6,10,5,2,6,6,0,0,2,2,3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,2,3,2,3,5,1,Isei,N5-7nin,0,3,26,1,6,male,60_bf,60dai,Dai_Chu,y400-600,y400-600,5,5,PC(Windows),Chubu,16,Married,NoChild,113
2,2,6,6,5,1,1,4,4,10,5,4,1,2,5,4,3,3,4,4,3,3,3,1,2,1,3,3,3,1,1,0,2,Isei,N2-3nin,0,1,0,2,2.5,male,50_bf,50dai,Dai_Sotsu,y0,y400-600,0,5,PC(Windows),Tohoku,7,NotMarried,Child,114
8,7,10,10,5,0,10,5,6,0,3,1,4,4,4,1,3,3,4,4,1,1,3,3,3,3,3,3,3,3,4,7,0,Isei,N0nin,0,4,130,0,0,female,20_af,20dai,Sen_Sotsu,y1-200,y200-400,1,3,PC(Windows),Chugoku,34,NotMarried,NoChild,115
7,7,8,10,5,3,10,5,5,0,1,3,10,5,4,3,3,3,3,4,4,2,3,3,3,4,4,4,4,4,4,,,Isei,,3,4,,,,male,40_bf,40dai,Dai_Chu,y400-600,y400-600,5,5,PC(Windows),Chubu,15,Married,Child,116
1,2,9,8,2,1,7,4,3,6,3,1,8,4,2,2,3,3,3,3,2,2,2,2,3,3,3,3,2,3,2,1,3,Isei,N41-100nin,0,2,1,4,70.5,female,30_af,30dai,Kou_Sotsu,y1-200,y1-200,1,1,PC(Windows),Kanto,10,NotMarried,NoChild,117
10,10,8,5,5,5,5,5,0,5,5,0,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,0,0,Hoka,N0nin,0,4,0,0,0,female,20_bf,20dai,Dai_Chu,y600-800,y1200-1500,7,13.5,PC(Mac),Kanto,13,Married,Child,118
7,5,9,10,0,0,10,5,5,10,5,5,10,5,5,4,3,4,3,3,2,4,2,2,3,3,3,3,3,3,4,,,,,4,4,,,,male,40_af,40dai,Dai_Sotsu,y1200-1500,y1200-1500,13.5,13.5,PC(Windows),Chugoku,34,Married,Child,119
0,0,3,10,0,0,5,5,5,5,5,5,10,5,0,1,4,3,3,4,1,1,3,1,4,4,4,4,3,3,4,6,1,Isei,N5-7nin,0,4,52,1,6,male,40_af,40dai,Dai_Sotsu,y200-400,y200-400,3,3,SMA(iOS_iPhone),Chubu,23,NotMarried,NoChild,120
5,1,2,5,2,0,5,3,1,5,2,1,5,2,1,4,3,4,4,4,3,2,4,2,3,3,3,2,4,4,2,2,4,Isei,N4-5nin,0,2,2,12,4.5,male,30_af,30dai,Dai_Chu,y400-600,y600-800,5,7,PC(Windows),Kanto,13,Married,Child,121
7,7,4,10,5,1,5,3,0,5,2,0,3,2,0,3,3,4,3,4,3,2,3,3,3,3,3,3,3,3,6,7,1,Isei,N2-3nin,0,6,130,1,2.5,male,40_af,40dai,Dai_Sotsu,y200-400,y400-600,3,5,PC(Windows),Chugoku,34,NotMarried,NoChild,122
7,6,7,8,0,0,8,4,5,0,4,5,8,4,5,2,3,3,2,3,2,3,2,2,3,2,2,2,3,2,6,7,1,Isei,N4-5nin,0,6,130,1,4.5,male,40_bf,40dai,Kou_Sotsu,y800-1000,y800-1000,9,9,SMA(iOS_iPhone),Kanto,14,Married,Child,123
7,6,8,2,0,0,5,5,0,3,3,0,10,5,0,4,4,4,4,4,3,2,4,2,3,4,3,3,3,4,,,,,,5,,,,,female,40_bf,40dai,Mas_Shu,y200-400,y800-1000,3,9,SMA(android),Kyushu,40,NotMarried,NoChild,124
4,2,4,7,5,0,7,5,1,5,3,1,10,5,2,2,3,4,3,4,3,3,2,2,3,3,3,4,4,3,4,7,0,Ryoho,N0nin,0,4,130,0,0,male,20_af,20dai,Sen_Sotsu,y1-200,Unknown,1,,PC(Windows),Kanto,12,NotMarried,NoChild,125
6,5,1,10,6,2,10,5,1,5,3,0,5,0,0,4,4,4,4,4,3,3,3,1,3,3,3,3,3,4,,,,,,5,,,,,other,30_bf,30dai,Dai_Sotsu,Unknown,Unknown,,,Other,Chubu,18,Married,NoChild,126
7,5,3,3,2,0,4,2,0,3,2,1,5,5,1,3,3,3,3,3,2,1,3,3,2,3,3,3,3,3,1,,,Isei,,3,1,,,,female,40_bf,40dai,Sen_Sotsu,y1-200,y400-600,1,5,PC(Windows),Chubu,17,Married,Child,127
5,5,4,10,5,0,10,5,0,10,5,0,10,5,0,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0,,Isei,,2,3,0,,,female,40_af,40dai,Sen_Sotsu,y1-200,y200-400,1,3,PC(Windows),Chubu,19,Married,Child,128
10,10,7,0,0,0,5,5,5,5,5,5,3,3,3,1,1,4,1,4,1,1,1,3,3,1,1,1,1,1,2,1,1,Isei,N4-5nin,0,2,1,1,4.5,male,40_bf,40dai,Sen_Sotsu,y400-600,y800-1000,5,9,PC(Windows),Kyushu,45,Married,NoChild,129
10,9,5,0,0,0,5,5,5,5,5,5,5,5,0,1,2,3,2,3,2,2,1,3,4,2,2,2,3,2,,0,,Isei,N1nin,2,,0,,1,female,40_bf,40dai,Kou_Sotsu,y0,y1-200,0,1,PC(Windows),Hokkaido,1,Married,Child,130
10,7,5,5,3,0,3,5,5,3,5,5,8,5,0,1,1,1,3,4,1,1,1,1,2,3,3,3,3,3,3,0,3,Isei,N2-3nin,0,3,0,4,2.5,female,30_bf,30dai,Dai_Sotsu,y1-200,y600-800,1,7,SMA(iOS_iPhone),Kinki,26,Married,Child,131
6,6,7,10,2,0,8,5,3,0,5,5,5,5,2,4,3,3,3,4,2,2,1,4,3,2,2,4,3,3,3,,,Isei,,3,3,,,,female,40_bf,40dai,Dai_Sotsu,y400-600,y800-1000,5,9,PC(Windows),Kanto,13,NotMarried,NoChild,132
4,4,3,8,2,0,8,5,5,1,3,2,10,10,0,3,3,3,3,4,3,3,4,2,4,3,3,3,3,4,,,,,,5,,,,,male,30_bf,30dai,Dai_Sotsu,y400-600,Unknown,5,,SMA(android),Kanto,11,NotMarried,NoChild,133
5,4,6,10,5,1,10,5,5,0,1,1,5,3,1,3,4,4,4,4,3,3,3,3,4,3,3,3,4,4,4,,,Isei,,3,4,,,,female,20_bf,20dai,Kou_Sotsu,y1-200,Unknown,1,,SMA(iOS_iPhone),Kanto,13,NotMarried,NoChild,134
5,5,5,5,2,0,5,3,0,10,5,0,10,3,0,2,3,4,2,4,2,3,2,2,4,2,2,2,2,3,,,,,,5,,,,,male,50_bf,50dai,Dai_Sotsu,y1200-1500,y1200-1500,13.5,13.5,Tab(android),Kanto,13,Married,Child,135
2,1,8,5,2,0,5,2,0,1,1,0,10,5,0,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,4,,,Isei,,3,4,,,,male,40_bf,40dai,Sen_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kanto,8,NotMarried,NoChild,136
5,7,4,5,3,0,5,5,5,1,3,5,5,3,0,2,2,3,3,4,2,2,2,2,3,3,3,3,3,3,,,,,,5,,,,,male,40_bf,40dai,Dai_Sotsu,y600-800,y1000-1200,7,11,SMA(android),Kanto,13,Married,Child,137
8,7,8,5,1,0,5,2,0,3,1,1,2,2,0,2,4,3,4,4,2,2,3,2,3,3,3,3,4,3,6,8,2,Isei,N21-30nin,0,6,365,2,25.5,male,40_af,40dai,Dai_Sotsu,y800-1000,y800-1000,9,9,SMA(iOS_iPhone),Kanto,14,Married,Child,138
4,4,3,6,3,1,6,5,5,3,5,5,5,3,1,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,,,,,,5,,,,,male,50_bf,50dai,Dai_Sotsu,Unknown,Unknown,,,PC(Windows),Kinki,25,Married,NoChild,139
7,7,8,10,3,0,10,5,5,0,1,1,10,10,5,3,4,3,3,4,3,1,3,2,4,3,3,3,3,3,5,7,3,Isei,N8-10nin,0,5,130,4,9,male,50_bf,50dai,Dai_Sotsu,y600-800,y800-1000,7,9,Tab(iOS_iPad),Tohoku,6,Married,Child,140
9,9,8,5,5,3,5,5,5,1,1,1,10,5,5,2,3,3,3,4,3,3,3,3,4,3,3,3,3,3,4,,,Isei,N11-15nin,2,4,,,13,female,40_bf,40dai,Sen_Sotsu,y1-200,y600-800,1,7,PC(Windows),Kanto,9,Married,NoChild,141
7,2,1,10,3,1,9,5,3,10,5,2,10,3,3,4,3,3,3,4,3,2,3,4,4,4,3,3,3,3,,,,,,5,,,,,female,40_bf,40dai,Sen_Sotsu,y1-200,y400-600,1,5,SMA(android),Kanto,14,Married,Child,142
3,3,6,10,5,1,8,5,3,5,3,1,8,5,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2,,,,,,5,,,,,female,60_bf,60dai,Mas_Chu,Unknown,Unknown,,,SMA(android),Kinki,28,NotMarried,Child,143
10,8,8,0,0,0,5,5,5,5,5,5,0,0,0,1,2,3,1,3,1,2,1,1,3,2,2,2,2,2,4,7,6,Isei,N5-7nin,0,4,130,52,6,male,40_bf,40dai,Dai_Sotsu,y400-600,y800-1000,5,9,SMA(android),Kanto,9,Married,NoChild,144
8,8,6,8,3,1,8,3,1,5,3,1,7,3,1,2,3,3,3,3,1,1,1,1,3,3,3,2,4,2,4,6,5,Isei,N5-7nin,0,4,52,26,6,male,30_bf,30dai,Sen_Sotsu,y200-400,Unknown,3,,PC(Windows),Shikoku,38,NotMarried,NoChild,145
4,4,5,5,0,0,5,5,5,1,1,1,10,10,10,2,3,3,3,4,2,1,2,3,3,3,3,2,3,3,5,,,Isei,,3,5,,,,female,30_bf,30dai,Sen_Sotsu,y1-200,y1-200,1,1,SMA(iOS_iPhone),Kinki,29,NotMarried,NoChild,146
7,7,6,7,0,0,1,0,0,4,0,0,2,0,0,2,3,3,3,4,2,2,2,3,3,2,2,2,3,2,4,,2,Isei,N4-5nin,1,4,,2,4.5,male,40_af,40dai,Dai_Sotsu,y400-600,y600-800,5,7,Tab(Windows),Chugoku,34,Married,Child,147
5,5,4,10,10,1,8,5,5,0,0,0,10,10,10,3,3,3,4,4,1,2,2,3,2,3,3,2,3,1,1,,,Isei,N2-3nin,2,1,,,2.5,female,30_af,30dai,Kou_Sotsu,y0,Unknown,0,,Tab(iOS_iPad),Kanto,13,Married,Child,148
6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,3,1,1,1,1,3,1,1,1,1,1,4,,,Isei,,3,4,,,,male,40_bf,40dai,Dai_Chu,y600-800,y600-800,7,7,PC(Mac),Kanto,11,NotMarried,NoChild,149
8,7,7,0,0,0,5,5,5,5,5,5,10,7,5,4,4,4,3,4,3,3,3,2,3,3,3,2,4,3,3,0,3,Isei,N2-3nin,0,3,0,4,2.5,female,30_af,30dai,Sen_Sotsu,y200-400,y600-800,3,7,SMA(iOS_iPhone),Chugoku,33,Married,Child,150
6,4,8,0,5,0,0,5,1,0,0,1,10,10,10,1,4,4,4,4,4,3,1,3,4,2,1,1,4,3,4,7,1,Isei,N2-3nin,0,4,130,1,2.5,male,40_bf,40dai,Dai_Chu,y1-200,y200-400,1,3,PC(Windows),Chubu,15,NotMarried,NoChild,151
4,2,2,3,2,0,3,2,0,3,2,2,4,3,2,3,3,3,4,3,3,3,3,2,3,3,3,2,4,4,,,,Isei,,4,,,,,female,40_af,40dai,Chu_Sotsu,y1-200,y1-200,1,1,SMA(android),Tohoku,4,NotMarried,NoChild,152
8,7,6,5,5,0,5,5,5,5,5,1,5,5,5,3,3,4,3,3,2,1,2,3,3,2,2,2,3,3,4,,5,Isei,N2-3nin,1,4,,26,2.5,female,40_af,40dai,Sen_Sotsu,y200-400,y200-400,3,3,PC(Windows),Hokkaido,1,NotMarried,NoChild,153
7,7,6,5,5,1,5,5,3,5,5,1,5,5,1,3,4,4,3,4,2,3,3,3,3,3,3,2,3,3,3,3,5,Isei,N1nin,0,3,4,26,1,female,40_bf,40dai,Dai_Sotsu,y200-400,y600-800,3,7,PC(Windows),Kanto,11,Married,Child,154
5,5,3,3,4,0,3,4,5,3,4,5,10,7,5,2,3,4,3,3,2,1,2,2,3,3,2,3,3,3,5,7,,Isei,N1nin,1,5,130,,1,male,20_af,20dai,Dai_Sotsu,y200-400,y400-600,3,5,SMA(android),Kyushu,40,NotMarried,NoChild,155
7,5,4,0,0,0,5,5,5,4,5,5,10,10,10,1,2,3,2,3,2,2,2,1,3,3,2,1,3,3,2,3,2,Isei,N11-15nin,0,2,4,2,13,female,30_bf,30dai,Kou_Sotsu,y1-200,y400-600,1,5,SMA(android),Chubu,19,Married,Child,156
7,7,5,5,5,3,5,5,5,1,1,1,5,3,3,1,2,3,2,3,3,1,1,1,3,3,3,3,3,3,2,0,0,Isei,N0nin,0,2,0,0,0,female,20_af,20dai,Dai_Sotsu,y1-200,y1-200,1,1,SMA(iOS_iPhone),Kanto,14,NotMarried,NoChild,157
8,8,7,10,10,10,0,0,0,10,10,0,0,0,0,1,1,1,1,4,1,3,1,1,3,1,1,1,1,1,1,0,,Isei,,2,1,0,,,female,30_af,30dai,Dai_Sotsu,y200-400,Unknown,3,,PC(Windows),Kanto,13,Married,NoChild,158
8,6,3,5,0,0,5,5,5,5,5,5,10,5,5,1,3,3,3,3,3,2,1,2,3,3,3,3,3,3,2,7,2,Isei,N11-15nin,0,2,130,2,13,male,30_af,30dai,Dai_Sotsu,y400-600,y400-600,5,5,PC(Windows),Chubu,15,Married,Child,159
3,3,6,10,5,0,8,5,4,0,4,6,10,3,1,4,4,4,4,3,2,2,4,4,3,4,1,1,3,1,5,7,3,Isei,N2-3nin,0,5,130,4,2.5,male,40_af,40dai,Sen_Sotsu,y0,y0,0,0,PC(Windows),Shikoku,36,NotMarried,NoChild,160
2,0,3,2,2,0,5,5,5,1,1,5,3,5,2,1,2,2,2,4,2,2,1,1,2,3,3,3,2,3,2,0,1,Isei,N1nin,0,2,0,1,1,female,40_af,40dai,Sen_Sotsu,y0,y200-400,0,3,PC(Windows),Kyushu,44,Married,Child,161
7,8,7,10,0,0,10,0,0,10,0,0,10,0,0,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,,,,,4,3,,,,male,50_bf,50dai,Kou_Sotsu,Unknown,Unknown,,,PC(Windows),Chubu,15,NotMarried,NoChild,162
7,7,6,5,0,0,5,5,5,5,5,5,5,5,5,2,3,2,3,3,2,2,3,2,3,2,2,2,2,2,4,3,3,Isei,N2-3nin,0,4,4,4,2.5,male,30_bf,30dai,Dai_Sotsu,y400-600,y400-600,5,5,PC(Windows),Chugoku,33,NotMarried,NoChild,163
4,0,3,0,0,0,0,0,0,1,1,1,10,10,5,3,2,3,3,3,2,2,3,2,3,3,3,3,3,3,6,9,7,Isei,N101nin-,0,6,730,130,101,male,20_af,20dai,Dai_Sotsu,y400-600,y400-600,5,5,PC(Mac),Kanto,13,NotMarried,NoChild,164
6,3,2,0,0,1,0,5,5,5,2,2,3,2,2,2,3,4,3,4,3,1,3,1,3,3,3,3,3,3,5,0,,Dosei,N11-15nin,1,5,0,,13,female,20_bf,20dai,Kou_Chu,y0,y200-400,0,3,SMA(iOS_iPhone),Kanto,14,Married,Child,165
1,0,3,10,10,0,10,10,0,5,5,5,10,10,5,2,3,3,3,4,3,2,3,3,4,3,3,3,4,4,3,8,1,Isei,N2-3nin,0,3,365,1,2.5,male,30_af,30dai,Sen_Sotsu,y200-400,y400-600,3,5,SMA(iOS_iPhone),Chubu,15,NotMarried,NoChild,166
4,4,6,5,3,1,8,5,3,8,5,5,10,5,0,2,2,3,2,3,2,2,2,2,3,3,3,2,3,3,2,0,2,Isei,N1nin,0,2,0,2,1,female,40_bf,40dai,Sen_Sotsu,y1-200,y400-600,1,5,PC(Windows),Tohoku,4,Married,Child,167
8,4,7,0,0,0,10,5,0,5,0,0,5,0,0,2,3,1,1,3,3,2,2,2,2,2,2,2,3,3,4,,3,Isei,N11-15nin,1,4,,4,13,female,40_af,40dai,Kou_Sotsu,y1-200,y200-400,1,3,SMA(iOS_iPhone),Kinki,27,Married,Child,168
9,8,6,5,3,0,5,5,5,3,5,5,10,10,3,3,4,4,4,4,1,1,3,3,4,4,3,3,4,4,2,,,Isei,,3,2,,,,female,40_af,40dai,Dai_Sotsu,y1-200,y800-1000,1,9,PC(Windows),Chubu,23,Married,Child,169
5,5,7,0,0,0,5,5,5,0,5,5,10,5,5,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,4,,,Isei,,3,4,,,,male,30_af,30dai,Dai_Sotsu,Unknown,Unknown,,,PC(Windows),Chubu,23,NotMarried,NoChild,170
3,1,1,5,3,1,5,3,0,5,3,0,3,2,1,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,3,7,6,Ryoho,N5-7nin,0,3,130,52,6,male,30_af,30dai,Kou_Sotsu,y1-200,y1-200,1,1,SMA(android),Kanto,11,Married,NoChild,171
6,5,8,10,10,0,5,10,0,5,5,8,5,5,0,1,2,2,1,3,2,2,2,3,2,1,1,1,3,2,1,2,0,Ryoho,N0nin,0,1,2,0,0,female,20_bf,20dai,Kou_Sotsu,y1-200,y1-200,1,1,PC(Windows),Kanto,13,NotMarried,NoChild,172
4,3,3,3,2,1,6,5,1,4,5,0,2,3,0,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,,7,,Isei,N8-10nin,2,,130,,9,male,30_bf,30dai,Kou_Sotsu,y200-400,y400-600,3,5,SMA(android),Chubu,22,Married,Child,173
8,8,8,10,8,0,5,5,0,0,0,10,5,5,0,3,3,3,4,4,2,2,3,2,3,3,3,3,4,4,4,,,Isei,,3,4,,,,female,50_bf,50dai,Kou_Sotsu,y0,y400-600,0,5,Tab(iOS_iPad),Chugoku,33,Married,Child,174
6,8,5,10,0,0,5,5,5,0,5,5,10,10,0,1,2,4,2,4,1,2,1,4,4,2,1,1,3,2,,,,,,5,,,,,female,30_bf,30dai,Dai_Sotsu,y0,Unknown,0,,PC(Windows),Chugoku,35,Married,NoChild,175
5,5,5,5,5,0,5,5,0,5,4,0,5,5,0,3,3,3,2,3,2,3,3,2,3,2,3,2,3,3,4,2,2,,N4-5nin,1,4,2,2,4.5,male,40_bf,40dai,Dai_Sotsu,y400-600,y600-800,5,7,SMA(android),Chugoku,34,NotMarried,NoChild,176
5,5,3,5,5,0,5,5,0,5,5,0,5,5,0,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,4,4,4,Isei,,1,4,12,12,,male,50_bf,50dai,Kou_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kanto,8,Married,Child,177
6,8,1,2,2,0,2,2,0,2,2,0,2,2,0,3,2,2,2,3,2,3,3,3,1,3,3,4,2,4,,,,,,5,,,,,other,30_af,30dai,Doc_Shu,Unknown,Unknown,,,SMA(iOS_iPhone),Kyushu,47,NotMarried,NoChild,178
7,5,8,7,10,2,2,4,2,4,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,0,Ryoho,N5-7nin,0,5,12,0,6,female,20_af,20dai,Dai_Sotsu,y400-600,y800-1000,5,9,PC(Windows),Kanto,13,Married,NoChild,179
9,9,7,5,0,0,5,5,5,5,5,5,10,10,1,4,4,2,4,4,4,1,3,3,3,4,2,2,3,3,4,2,6,Isei,N4-5nin,0,4,2,52,4.5,female,20_af,20dai,Kou_Sotsu,y1-200,Unknown,1,,SMA(iOS_iPhone),Kanto,8,Married,NoChild,180
3,2,7,6,2,0,5,2,0,3,3,5,3,2,2,2,3,3,3,4,3,2,1,2,3,3,2,2,4,4,,6,,Isei,,3,,52,,,male,40_bf,40dai,Dai_Sotsu,y200-400,Unknown,3,,SMA(iOS_iPhone),Chugoku,33,NotMarried,NoChild,181
8,8,7,10,0,0,5,5,5,5,5,5,0,0,0,4,4,4,4,4,2,3,4,3,4,3,3,3,4,4,7,8,3,Isei,N31-50nin,0,7,365,4,35.5,male,40_bf,40dai,Dai_Sotsu,y200-400,y400-600,3,5,SMA(iOS_iPhone),Kanto,14,NotMarried,NoChild,182
8,9,3,0,0,0,5,5,5,5,5,5,0,0,0,1,1,1,1,2,2,2,2,3,3,1,1,1,3,1,2,2,3,Isei,N4-5nin,0,2,2,4,4.5,female,30_bf,30dai,Kou_Sotsu,y200-400,y200-400,3,3,SMA(android),Kinki,28,NotMarried,NoChild,183
7,7,5,10,3,0,10,5,5,10,5,5,10,10,0,3,3,3,3,3,2,2,3,2,3,3,2,2,3,3,5,,,Isei,,3,5,,,,male,30_af,30dai,Dai_Sotsu,y800-1000,y800-1000,9,9,SMA(iOS_iPhone),Kanto,13,NotMarried,NoChild,184
6,4,3,0,0,0,5,5,5,1,1,1,10,10,0,2,2,4,4,4,2,2,1,1,3,1,1,1,1,1,5,8,3,Isei,N8-10nin,0,5,365,4,9,male,20_af,20dai,Dai_Chu,y200-400,y600-800,3,7,PC(Windows),Kanto,13,NotMarried,NoChild,185
10,10,9,5,1,0,5,1,0,5,1,0,5,1,0,3,2,1,2,3,2,2,2,3,1,2,2,1,2,2,3,2,3,Dosei,N101nin-,0,3,2,4,101,male,30_af,30dai,Mas_Shu,y600-800,y600-800,7,7,PC(Windows),Chubu,23,Married,Child,186
10,10,3,5,3,0,8,5,5,5,5,5,10,5,5,3,4,4,4,3,3,3,3,3,3,3,3,2,3,3,5,,,Isei,N8-10nin,2,5,,,9,female,40_bf,40dai,Dai_Sotsu,y400-600,y1000-1200,5,11,SMA(android),Chubu,23,Married,Child,187
6,6,3,0,5,5,0,0,0,0,0,0,0,10,0,1,4,1,3,4,1,3,1,1,3,1,1,1,1,3,,,,,,5,,,,,female,40_bf,40dai,Dai_Sotsu,Unknown,Unknown,,,SMA(android),Chugoku,34,NotMarried,NoChild,188
8,8,5,5,3,0,5,5,5,0,5,5,10,10,5,1,2,2,2,4,1,2,1,3,4,1,1,1,1,1,5,7,1,Isei,N1nin,0,5,130,1,1,male,30_af,30dai,Kou_Sotsu,y200-400,y200-400,3,3,SMA(android),Kanto,11,Married,NoChild,189
5,5,6,8,3,1,5,5,3,3,3,2,5,3,1,2,2,3,2,3,2,2,2,2,3,2,2,2,3,3,2,,,Isei,,3,2,,,,male,60_af,60dai,Kou_Sotsu,y200-400,y400-600,3,5,PC(Windows),Kanto,14,Married,Child,190
