SUB_HAP,SUB_SAT,SUB_SLP,DIC_PAR,DIC_FRI,DIC_OTH,ULT_PRO_PAR,ULT_PRO_FRI,ULT_PRO_OTH,ULT_REC_PAR,ULT_REC_FRI,ULT_REC_OTH,TRU_PAR,TRU_FRI,TRU_OTH,SPN_UNM,SPN_THK,SPN_FEA,SPN_LIV,SPN_IMP,KAN_SEC,KAN_THI,KAN_SUP,KAN_PRD,KAN_KYK,DED_SHI,DED_TEN,DED_JIG,DED_KIS,DED_PUN,SEX_IMP,SEX_MAS,SEX_SEX,SEX_OBJ,SEX_NIN,SEX_NNA,SEX_IMP_num,SEX_MAS_nen,SEX_SEX_nen,SEX_NIN_cen,F_SEX,F_GEN_2,F_GEN,F_FGR,F_INK,F_INS,F_INK_cen,F_INS_cen,F_TAN,ARE,PRE,MAR,CHI,ID
4,4,9,10,5,3,10,5,5,0,1,1,10,5,3,1,3,3,3,4,1,2,1,2,3,1,1,1,3,3,4,6,5,Isei,N2-3nin,0,4,52,26,2.5,male,50_bf,50dai,Sen_Sotsu,y200-400,y200-400,3,3,PC(Windows),Hokkaido,1,Married,Child,1
6,5,8,3,1,0,3,5,7,3,5,5,2,1,0,2,3,3,2,3,3,3,2,2,3,2,2,2,3,3,3,3,,Isei,,2,3,4,,,male,40_bf,40dai,Mas_Shu,y1-200,y400-600,1,5,PC(Windows),Chubu,16,NotMarried,NoChild,2
5,3,3,10,5,0,10,5,0,10,5,0,10,5,0,2,3,3,2,3,3,3,3,2,2,3,2,2,3,3,6,7,5,Isei,N2-3nin,0,6,130,26,2.5,male,40_af,40dai,Dai_Chu,y400-600,y600-800,5,7,PC(Windows),Chubu,23,Married,Child,3
5,5,4,2,0,0,5,5,5,5,5,5,2,2,2,4,3,3,3,3,2,2,4,4,3,2,2,2,3,3,,,,Isei,,4,,,,,male,40_bf,40dai,Dai_Sotsu,y0,Unknown,0,,PC(Windows),Kanto,14,NotMarried,NoChild,4
3,3,2,0,0,0,5,5,0,5,5,0,10,10,1,1,2,3,3,3,1,1,1,1,3,4,4,4,2,3,4,,,Isei,,3,4,,,,male,40_af,40dai,Sen_Chu,y0,Unknown,0,,PC(Windows),Kyushu,40,Married,NoChild,5
7,7,6,3,1,0,3,1,0,3,1,0,5,3,0,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,7,4,Isei,N31-50nin,0,5,130,12,35.5,male,40_bf,40dai,Dai_Sotsu,y200-400,y400-600,3,5,PC(Windows),Chubu,23,NotMarried,Child,6
5,5,6,5,2,0,5,3,2,0,1,1,10,5,0,2,2,2,2,3,3,3,1,3,4,4,2,4,2,2,4,8,0,Isei,N0nin,0,4,365,0,0,male,40_bf,40dai,Dai_Chu,y200-400,y200-400,3,3,PC(Windows),Kanto,13,NotMarried,NoChild,7
5,5,8,5,5,0,5,5,0,5,5,0,5,8,0,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,3,6,4,Ryoho,N21-30nin,0,3,52,12,25.5,female,30_af,30dai,Mas_Shu,y1200-1500,y1500-2000,13.5,17.5,PC(Windows),Chubu,16,Married,Child,8
1,3,1,10,5,0,10,5,0,10,5,0,10,8,4,3,4,4,4,4,3,1,1,1,3,3,3,3,4,4,5,6,4,Isei,N4-5nin,0,5,52,12,4.5,male,40_af,40dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(android),Chubu,21,NotMarried,NoChild,9
7,7,5,5,5,0,5,5,5,5,5,0,3,3,0,2,3,3,3,3,2,2,2,2,3,2,2,2,3,2,5,7,7,Isei,N11-15nin,0,5,130,130,13,male,30_af,30dai,Kou_Sotsu,y400-600,y600-800,5,7,SMA(android),Kanto,13,Married,NoChild,10
5,5,3,3,2,0,3,5,5,3,5,3,5,1,1,1,3,3,3,4,2,3,2,3,3,3,1,1,3,3,1,,,Hoka,N1nin,2,1,,,1,female,50_bf,50dai,Sen_Sotsu,y0,Unknown,0,,PC(Windows),Kinki,28,Married,Child,11
8,7,8,4,1,1,5,4,2,5,2,0,6,3,1,3,3,3,3,4,2,3,2,3,3,3,3,3,4,3,4,6,1,Isei,N11-15nin,0,4,52,1,13,female,40_bf,40dai,Kou_Sotsu,y1-200,y1-200,1,1,PC(Windows),Tohoku,2,NotMarried,Child,12
3,3,7,10,5,0,10,5,5,0,5,5,10,5,5,1,2,1,1,4,1,1,1,1,3,1,1,1,1,1,3,5,2,Isei,N21-30nin,0,3,26,2,25.5,male,30_af,30dai,Dai_Sotsu,y1-200,y400-600,1,5,PC(Windows),Kyushu,40,NotMarried,NoChild,13
7,7,6,10,3,0,10,3,0,1,3,1,10,5,2,3,3,3,4,4,2,2,3,2,3,3,3,3,3,3,4,4,4,Isei,N1nin,0,4,12,12,1,female,40_af,40dai,Kou_Sotsu,y200-400,y600-800,3,7,PC(Windows),Kyushu,40,Married,NoChild,14
8,5,10,5,0,0,5,0,0,5,10,10,5,5,5,2,4,4,4,4,1,1,1,1,4,4,4,3,4,1,5,0,1,Isei,N1nin,0,5,0,1,1,female,20_bf,20dai,Dai_Sotsu,y1-200,y200-400,1,3,PC(Windows),Chugoku,33,NotMarried,NoChild,15
5,5,6,2,5,1,1,5,5,0,0,1,10,10,5,1,1,1,1,4,2,1,1,1,2,1,1,1,3,1,2,7,0,Isei,N0nin,0,2,130,0,0,male,20_af,20dai,Dai_Sotsu,y200-400,y400-600,3,5,PC(Windows),Tohoku,5,NotMarried,NoChild,16
4,6,8,2,3,0,5,5,5,3,3,2,4,3,2,4,2,3,2,4,3,3,2,2,3,2,2,2,3,2,7,7,6,Isei,N8-10nin,0,7,130,52,9,male,30_af,30dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(iOS_iPhone),Kanto,13,NotMarried,NoChild,17
7,7,8,6,2,0,6,3,3,5,5,5,10,3,2,2,3,3,3,4,2,2,3,3,3,3,2,2,3,3,4,,,Isei,,3,4,,,,male,50_bf,50dai,Sen_Sotsu,y0,y200-400,0,3,PC(Windows),Chugoku,34,NotMarried,NoChild,18
7,7,9,5,1,0,5,5,5,0,0,5,10,10,1,1,3,3,3,4,3,2,2,2,3,1,1,1,4,3,,,,Isei,,4,,,,,male,40_af,40dai,Dai_Sotsu,y400-600,y400-600,5,5,PC(Windows),Hokkaido,1,Married,Child,19
5,4,5,5,5,0,5,5,5,5,5,5,10,10,5,2,3,3,3,3,2,2,2,2,3,3,3,2,3,3,4,7,,Isei,N1nin,1,4,130,,1,male,40_af,40dai,Dai_Sotsu,y1-200,y1-200,1,1,PC(Windows),Kanto,13,NotMarried,NoChild,20
3,3,8,5,2,0,4,4,4,4,4,4,5,5,0,2,2,3,3,4,3,3,2,3,3,3,2,2,4,4,6,8,6,Isei,N8-10nin,0,6,365,52,9,male,40_bf,40dai,Kou_Sotsu,y200-400,y200-400,3,3,PC(Windows),Hokkaido,1,NotMarried,Child,21
8,8,5,5,2,0,5,5,5,5,5,5,3,2,1,2,3,3,3,3,1,1,2,2,3,3,3,3,3,3,4,0,3,Isei,,1,4,0,4,,female,30_af,30dai,Sen_Sotsu,y400-600,y600-800,5,7,SMA(iOS_iPhone),Chubu,23,Married,Child,22
5,5,4,5,1,0,5,5,5,5,5,5,10,5,2,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,4,,,Isei,,3,4,,,,female,40_bf,40dai,Dai_Sotsu,Unknown,Unknown,,,PC(Windows),Chubu,23,Married,Child,23
3,4,8,5,3,0,8,5,5,0,1,4,10,10,3,3,3,3,3,4,2,1,3,2,3,4,3,2,4,4,3,6,6,Isei,N2-3nin,0,3,52,52,2.5,male,20_af,20dai,Dai_Sotsu,y400-600,y600-800,5,7,PC(Windows),Kanto,14,NotMarried,NoChild,24
7,7,4,5,5,1,5,2,0,5,1,0,10,0,0,1,4,2,4,4,4,4,4,4,4,3,3,3,4,4,6,,,Isei,,3,6,,,,male,40_bf,40dai,Dai_Sotsu,y1000-1200,y1200-1500,11,13.5,PC(Mac),Kanto,13,Married,Child,25
2,3,9,5,2,2,5,4,4,5,5,5,4,4,4,1,1,3,1,3,1,1,1,1,3,1,1,1,3,3,5,7,0,Isei,N1nin,0,5,130,0,1,female,20_af,20dai,Dai_Sotsu,y200-400,y200-400,3,3,PC(Windows),Hokkaido,1,NotMarried,NoChild,26
10,10,7,0,0,0,5,5,5,5,5,5,4,4,3,1,4,3,4,4,1,1,3,1,1,3,4,1,4,1,3,,,Isei,,3,3,,,,male,30_af,30dai,Kou_Sotsu,y200-400,y600-800,3,7,PC(Windows),Kanto,9,NotMarried,NoChild,27
0,0,6,0,0,0,5,5,5,1,1,5,5,5,5,1,1,2,2,3,1,1,1,1,2,3,2,2,2,3,1,4,0,Isei,N0nin,0,1,12,0,0,male,40_bf,40dai,Sen_Sotsu,y0,Unknown,0,,PC(Windows),Chubu,23,NotMarried,NoChild,28
7,8,8,5,3,2,5,5,5,5,3,2,10,10,10,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,3,,,Isei,N1nin,2,3,,,1,female,20_af,20dai,Dai_Sotsu,Unknown,Unknown,,,Tab(iOS_iPad),Kinki,27,NotMarried,NoChild,29
7,7,4,3,0,0,3,3,3,1,2,5,10,5,2,1,2,2,3,3,1,3,1,3,3,2,2,2,3,2,3,,,Isei,N11-15nin,2,3,,,13,male,40_bf,40dai,Dai_Sotsu,y400-600,y400-600,5,5,PC(Windows),Chubu,22,NotMarried,NoChild,30
2,3,5,1,1,0,1,2,1,5,5,3,3,3,2,2,4,4,4,4,4,3,4,2,3,2,2,2,2,3,2,,,Isei,,3,2,,,,male,30_bf,30dai,Kou_Chu,y1-200,y1-200,1,1,PC(Windows),Kanto,8,NotMarried,NoChild,31
7,5,7,5,5,5,5,5,5,2,5,5,8,5,4,3,3,3,3,3,2,2,3,2,3,3,2,2,3,2,,,,Isei,,4,,,,,male,40_af,40dai,Mas_Shu,y1-200,y200-400,1,3,PC(Windows),Chubu,20,NotMarried,NoChild,32
5,4,4,0,0,0,5,5,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,,,,,4,2,,,,female,30_af,30dai,Dai_Sotsu,y1-200,y200-400,1,3,PC(Windows),Kinki,26,Married,NoChild,33
2,2,3,4,2,1,4,3,2,2,2,1,4,2,2,2,3,4,2,4,3,3,2,3,3,3,3,3,3,3,6,8,0,Isei,N0nin,0,6,365,0,0,female,30_bf,30dai,Dai_Sotsu,y1-200,y1-200,1,1,PC(Windows),Kanto,13,NotMarried,NoChild,34
5,3,7,5,5,0,5,5,0,3,1,1,10,10,1,1,1,4,3,4,3,1,1,3,4,1,3,1,3,1,3,0,,Isei,,2,3,0,,,female,40_af,40dai,Sen_Sotsu,y200-400,Unknown,3,,PC(Windows),Kanto,13,NotMarried,NoChild,35
7,6,8,6,5,0,5,5,3,3,4,2,7,5,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,,,,Isei,,4,,,,,female,40_bf,40dai,Sen_Sotsu,y1-200,Unknown,1,,PC(Windows),Kanto,8,NotMarried,NoChild,36
2,2,7,3,2,1,3,0,0,3,2,0,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,3,3,3,4,4,Isei,N8-10nin,0,3,12,12,9,female,40_af,40dai,Mas_Chu,y200-400,y800-1000,3,9,PC(Windows),Kinki,29,Married,Child,37
10,10,3,8,5,1,5,5,5,0,0,5,5,5,5,3,3,3,3,4,2,3,1,2,3,3,3,3,4,4,2,0,,Isei,,2,2,0,,,female,30_af,30dai,Kou_Sotsu,y1-200,y800-1000,1,9,SMA(android),Kanto,13,Married,NoChild,38
10,7,10,5,4,1,5,5,5,5,5,5,10,5,5,3,4,4,4,4,3,1,4,1,4,4,2,2,4,4,1,0,3,Isei,N8-10nin,0,1,0,4,9,female,40_af,40dai,Dai_Sotsu,y0,y400-600,0,5,PC(Windows),Tohoku,6,Married,NoChild,39
6,4,4,10,3,0,10,5,0,0,0,10,0,0,0,2,1,3,2,3,4,3,1,2,3,1,1,1,4,1,7,8,3,Isei,,1,7,365,4,,male,30_af,30dai,Dai_Sotsu,y600-800,y1000-1200,7,11,PC(Windows),Kanto,14,Married,NoChild,40
2,2,5,5,5,1,3,5,5,1,1,1,10,5,1,4,2,3,3,3,3,3,1,2,3,1,1,1,1,1,4,5,,,N1nin,2,4,26,,1,female,20_af,20dai,Dai_Sotsu,y0,y200-400,0,3,PC(Windows),Chubu,24,NotMarried,NoChild,41
8,8,7,5,5,0,5,5,5,3,3,3,5,5,3,3,3,4,4,4,2,2,2,2,3,3,3,3,4,3,3,,,Isei,N1nin,2,3,,,1,female,40_bf,40dai,Sen_Sotsu,y1-200,y400-600,1,5,PC(Windows),Kinki,28,Married,Child,42
7,6,3,9,5,5,9,5,5,5,5,5,5,5,5,2,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,,,Isei,N1nin,2,3,,,1,female,30_bf,30dai,Dai_Sotsu,y0,y200-400,0,3,SMA(android),Kanto,12,Married,Child,43
9,7,8,10,0,0,0,0,0,10,10,10,10,10,0,3,3,3,3,3,4,1,1,1,4,3,3,2,4,3,4,,,,,4,4,,,,female,30_af,30dai,Sen_Sotsu,y1-200,Unknown,1,,SMA(android),Kyushu,40,NotMarried,NoChild,44
8,7,6,10,5,5,10,5,5,0,0,4,10,5,3,3,3,4,3,1,3,3,3,3,4,3,3,3,3,3,5,8,2,Isei,N1nin,0,5,365,2,1,female,50_bf,50dai,Dai_Sotsu,y200-400,y600-800,3,7,PC(Windows),Kyushu,40,Married,NoChild,45
6,4,4,3,1,0,1,4,1,1,1,1,1,2,1,2,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,0,,,2,3,4,0,,female,20_bf,20dai,Chu_Sotsu,y0,y200-400,0,3,PC(Windows),Tohoku,7,NotMarried,NoChild,46
7,7,6,5,3,0,5,5,5,5,5,5,3,3,3,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,4,,,Isei,N11-15nin,2,4,,,13,male,40_af,40dai,Kou_Sotsu,y400-600,Unknown,5,,PC(Windows),Kinki,27,NotMarried,NoChild,47
8,8,8,5,5,3,5,5,5,5,5,5,5,5,5,2,3,3,3,3,4,4,2,3,3,2,2,2,3,3,4,,0,,N0nin,2,4,,0,0,female,30_af,30dai,Chu_Sotsu,y1-200,y1-200,1,1,PC(Windows),Shikoku,37,NotMarried,NoChild,48
10,10,10,5,5,0,5,5,0,5,5,0,5,5,2,1,4,1,4,4,1,1,1,1,4,1,1,1,1,1,7,4,6,Isei,N31-50nin,0,7,12,52,35.5,male,40_af,40dai,Kou_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kanto,12,NotMarried,NoChild,49
7,7,2,0,0,0,5,5,5,0,5,5,10,10,10,3,2,3,2,3,2,2,1,2,4,3,2,2,4,3,,,,,,5,,,,,female,40_bf,40dai,Kou_Sotsu,y800-1000,y800-1000,9,9,SMA(iOS_iPhone),Kinki,29,NotMarried,Child,50
7,8,5,5,3,0,5,5,5,5,5,5,5,5,5,3,3,2,2,3,3,3,2,2,3,2,2,2,3,2,1,0,2,Isei,N4-5nin,0,1,0,2,4.5,female,30_bf,30dai,Sen_Sotsu,y0,y200-400,0,3,SMA(android),Kyushu,40,Married,Child,51
6,6,8,10,5,3,5,5,5,1,3,5,10,8,5,2,2,2,2,2,3,3,3,2,3,2,2,2,3,3,5,6,5,Isei,N4-5nin,0,5,52,26,4.5,male,30_af,30dai,Dai_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kanto,14,NotMarried,NoChild,52
6,5,5,8,2,0,8,2,0,8,2,0,2,8,0,3,3,3,3,3,2,3,2,2,3,2,2,2,3,3,4,,,,,4,4,,,,male,40_af,40dai,Kou_Sotsu,y1-200,y200-400,1,3,PC(Windows),Chugoku,34,NotMarried,NoChild,53
7,5,3,8,5,0,5,5,5,5,5,5,5,5,5,1,4,4,4,4,1,2,1,2,3,2,2,2,3,3,4,5,1,Isei,N5-7nin,0,4,26,1,6,male,40_bf,40dai,Kou_Sotsu,y200-400,y400-600,3,5,PC(Windows),Kyushu,40,Married,Child,54
3,3,7,5,2,0,5,3,1,5,3,1,5,3,2,3,3,3,4,4,3,2,2,2,3,2,2,2,3,2,4,6,,Isei,,2,4,52,,,male,50_bf,50dai,Dai_Sotsu,y1-200,y600-800,1,7,PC(Windows),Kanto,10,NotMarried,NoChild,55
6,6,4,0,0,0,5,5,5,5,5,5,10,10,0,1,2,3,3,3,3,2,2,2,3,3,3,3,3,3,,,,Isei,,4,,,,,female,40_bf,40dai,Dai_Sotsu,y1-200,Unknown,1,,PC(Windows),Kinki,27,Married,Child,56
4,3,2,10,10,5,10,10,5,10,10,5,10,5,2,3,3,2,2,4,3,3,4,4,4,2,4,2,3,3,5,7,5,Isei,N41-100nin,0,5,130,26,70.5,male,50_bf,50dai,Kou_Sotsu,y1000-1200,y1200-1500,11,13.5,PC(Windows),Kinki,27,NotMarried,NoChild,57
3,7,4,5,3,0,5,5,5,5,5,5,8,5,2,3,1,2,3,4,2,2,2,3,3,2,2,2,3,3,3,6,6,Isei,N11-15nin,0,3,52,52,13,male,30_bf,30dai,Sen_Sotsu,y400-600,y600-800,5,7,PC(Windows),Kyushu,41,Married,Child,58
8,7,6,10,0,0,10,0,0,10,0,0,10,5,0,2,2,1,1,4,3,3,4,1,3,1,1,1,2,3,4,,5,Isei,,2,4,,26,,male,60_bf,60dai,Dai_Sotsu,y800-1000,y800-1000,9,9,PC(Windows),Chugoku,33,Married,Child,59
5,5,7,0,5,0,0,5,0,10,5,5,5,5,0,2,3,3,3,4,2,1,2,1,3,3,3,3,3,3,5,1,6,Isei,N2-3nin,0,5,1,52,2.5,male,50_bf,50dai,Dai_Sotsu,y200-400,y200-400,3,3,PC(Windows),Kyushu,41,Married,Child,60
8,8,7,10,0,0,5,5,5,5,5,5,10,0,0,2,3,3,3,4,2,4,2,2,3,2,2,2,4,2,4,,,Isei,,3,4,,,,male,40_bf,40dai,Dai_Sotsu,y800-1000,y1200-1500,9,13.5,SMA(android),Kanto,14,Married,NoChild,61
4,3,5,5,0,0,5,0,0,3,0,0,5,2,0,2,3,4,3,4,3,3,2,2,3,2,2,2,3,3,4,,,Isei,,3,4,,,,male,50_bf,50dai,Kou_Sotsu,Unknown,Unknown,,,PC(Windows),Kanto,11,Married,Child,62
2,1,4,5,3,0,5,5,5,3,3,3,10,5,5,3,3,3,3,3,2,2,2,2,3,1,1,2,2,2,1,,,Isei,N4-5nin,2,1,,,4.5,female,40_bf,40dai,Dai_Sotsu,y1-200,y1-200,1,1,PC(Windows),Kyushu,40,Married,NoChild,63
5,3,6,3,3,0,5,5,5,2,5,5,10,8,5,1,4,4,3,4,4,3,1,2,3,1,1,1,3,1,3,4,3,Isei,N11-15nin,0,3,12,4,13,male,40_bf,40dai,Chu_Sotsu,y200-400,y200-400,3,3,PC(Windows),Chubu,23,NotMarried,NoChild,64
4,10,1,0,0,0,2,1,0,3,2,0,3,1,0,2,3,4,3,4,3,1,2,2,3,4,3,3,4,4,4,4,,Isei,,2,4,12,,,male,30_af,30dai,Kou_Sotsu,y200-400,y200-400,3,3,SMA(iOS_iPhone),Kinki,27,Married,Child,65
10,8,6,5,3,0,5,5,5,0,3,5,5,5,5,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,,,Isei,N1nin,2,3,,,1,female,30_af,30dai,Dai_Sotsu,y0,y200-400,0,3,SMA(iOS_iPhone),Chugoku,33,Married,Child,66
5,5,10,0,0,0,5,5,5,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,0,,,,3,2,0,,,female,50_bf,50dai,Dai_Sotsu,y0,Unknown,0,,PC(Mac),Kanto,13,NotMarried,NoChild,67
5,5,10,10,5,0,5,5,5,3,4,4,10,5,0,1,2,1,1,3,1,1,1,1,3,2,2,2,3,3,3,,,,,4,3,,,,female,40_bf,40dai,Sen_Chu,y0,y400-600,0,5,PC(Windows),Kanto,13,Married,NoChild,68
7,7,7,10,10,1,0,0,0,5,5,5,5,5,5,2,3,3,2,4,2,2,3,2,3,2,2,2,3,3,3,4,6,Isei,N2-3nin,0,3,12,52,2.5,female,30_bf,30dai,Mas_Shu,y200-400,y200-400,3,3,SMA(android),Kanto,13,NotMarried,NoChild,69
9,9,5,10,5,0,10,5,5,0,0,5,10,5,5,3,3,3,3,4,1,1,1,1,4,3,4,3,4,4,6,4,1,Isei,N1nin,0,6,12,1,1,female,30_af,30dai,Dai_Sotsu,y1-200,y400-600,1,5,PC(Windows),Kanto,11,Married,Child,70
7,7,5,8,5,1,5,3,1,5,3,1,10,8,3,4,4,3,2,3,1,2,1,3,4,2,3,2,4,3,6,5,3,Isei,N31-50nin,0,6,26,4,35.5,male,40_af,40dai,Dai_Sotsu,y600-800,y1000-1200,7,11,PC(Windows),Kanto,13,Married,NoChild,71
3,3,2,5,0,0,5,5,3,5,3,3,0,0,0,2,3,4,4,4,1,1,1,1,3,1,1,1,1,1,7,8,6,Isei,N31-50nin,0,7,365,52,35.5,male,40_bf,40dai,Kou_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kanto,12,NotMarried,NoChild,72
2,1,10,10,0,0,10,5,5,0,0,5,10,10,10,2,4,4,2,4,1,1,1,1,4,3,2,4,3,3,,,,Isei,,4,,,,,female,40_bf,40dai,Doc_Shu,Unknown,Unknown,,,PC(Windows),Kanto,13,NotMarried,NoChild,73
9,5,10,0,0,0,0,5,5,0,4,5,10,5,5,3,4,4,2,4,2,2,2,4,4,4,1,1,2,1,6,4,3,Ryoho,N5-7nin,0,6,12,4,6,female,40_bf,40dai,Dai_Sotsu,y1-200,y1-200,1,1,PC(Windows),Kinki,29,NotMarried,NoChild,74
8,5,4,0,10,0,10,10,10,1,1,1,10,10,0,1,2,4,2,4,1,1,1,1,3,2,1,1,3,1,5,,3,Isei,N4-5nin,1,5,,4,4.5,female,30_bf,30dai,Sen_Sotsu,y1-200,y200-400,1,3,SMA(android),Kinki,28,Married,Child,75
8,9,6,10,5,0,7,5,0,3,3,0,10,5,0,2,3,3,4,4,2,2,1,1,3,3,3,2,3,2,2,,,Isei,,3,2,,,,female,50_bf,50dai,Kou_Sotsu,y0,y200-400,0,3,PC(Windows),Kanto,8,Married,Child,76
3,3,4,5,1,0,5,5,5,0,1,1,5,5,0,3,3,4,3,3,2,2,2,2,3,2,2,2,3,3,3,,,Isei,,3,3,,,,female,20_af,20dai,Dai_Sotsu,y200-400,Unknown,3,,SMA(iOS_iPhone),Kanto,13,NotMarried,NoChild,77
4,0,8,2,1,0,5,3,0,5,5,5,5,5,0,3,3,4,3,3,2,2,2,3,3,2,2,2,3,3,4,,,Isei,N2-3nin,2,4,,,2.5,female,40_af,40dai,Kou_Sotsu,y0,Unknown,0,,Tab(android),Kanto,13,NotMarried,NoChild,78
9,9,9,10,0,0,9,5,5,1,5,5,5,1,1,2,3,3,3,4,1,1,3,1,3,4,3,2,2,3,,,,Isei,,4,,,,,female,50_bf,50dai,Sen_Sotsu,y0,y1200-1500,0,13.5,PC(Windows),Kinki,27,Married,Child,79
5,4,4,8,2,0,5,5,5,2,5,10,10,5,0,2,3,3,2,3,3,3,2,2,3,2,2,2,3,2,5,6,4,Isei,N1nin,0,5,52,12,1,male,30_af,30dai,Dai_Sotsu,y200-400,y600-800,3,7,PC(Mac),Chubu,23,NotMarried,NoChild,80
4,3,9,10,5,1,10,5,1,10,5,1,10,5,1,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,5,6,5,Isei,N31-50nin,0,5,52,26,35.5,male,40_bf,40dai,Kou_Chu,y400-600,y400-600,5,5,PC(Windows),Tohoku,7,Married,Child,81
8,6,4,5,0,0,5,0,0,5,0,0,5,0,0,2,1,1,2,4,1,1,1,1,3,3,3,2,3,3,2,6,5,Isei,N1nin,0,2,52,26,1,male,40_bf,40dai,Kou_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kinki,27,Married,Child,82
7,6,3,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,3,3,2,3,3,3,1,1,1,3,3,2,0,1,Isei,N2-3nin,0,2,0,1,2.5,female,40_af,40dai,Kou_Sotsu,y1-200,y400-600,1,5,Tab(iOS_iPad),Kanto,8,Married,Child,83
1,9,1,6,2,1,4,3,1,5,2,1,5,3,1,3,3,2,3,3,3,2,2,4,3,4,3,3,3,4,4,3,3,Ryoho,N8-10nin,0,4,4,4,9,male,50_bf,50dai,Sen_Sotsu,y400-600,y800-1000,5,9,PC(Windows),Kanto,13,Married,NoChild,84
5,6,10,5,3,0,5,5,4,0,3,4,10,6,2,4,4,3,4,3,2,2,3,3,3,4,3,2,2,3,,,,,,5,,,,,female,40_af,40dai,Dai_Sotsu,Unknown,Unknown,,,GARAKE,Kinki,27,Married,NoChild,85
8,8,3,0,0,0,5,5,5,0,0,0,5,2,2,3,3,3,3,4,2,1,3,2,3,3,3,3,4,3,6,2,4,Isei,N5-7nin,0,6,2,12,6,male,40_bf,40dai,Kou_Sotsu,y600-800,y600-800,7,7,PC(Other),Hokkaido,1,Married,Child,86
6,6,2,10,5,0,10,5,3,10,5,3,10,5,1,1,1,1,1,4,2,2,1,1,3,2,2,1,1,1,4,,3,Isei,N21-30nin,1,4,,4,25.5,male,40_af,40dai,Dai_Sotsu,y400-600,y600-800,5,7,SMA(iOS_iPhone),Tohoku,4,Married,Child,87
3,4,8,10,0,0,5,5,4,0,2,0,10,10,10,1,2,4,2,4,3,2,1,1,3,1,1,1,2,2,4,7,1,Isei,N5-7nin,0,4,130,1,6,male,30_bf,30dai,Dai_Chu,y200-400,y200-400,3,3,PC(Windows),Kanto,13,NotMarried,NoChild,88
9,7,6,3,5,0,5,5,5,5,5,5,3,3,2,1,3,3,3,3,4,1,1,3,3,2,2,2,3,2,4,2,4,Isei,N1nin,0,4,2,12,1,female,40_bf,40dai,Kou_Sotsu,y0,Unknown,0,,PC(Windows),Kinki,27,Married,Child,89
3,3,6,10,5,2,10,5,2,5,3,1,5,5,2,2,3,3,2,1,1,1,1,2,3,3,3,3,3,2,4,5,4,Isei,N5-7nin,0,4,26,12,6,male,40_bf,40dai,Sen_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kinki,25,NotMarried,Child,90
8,8,5,0,0,0,5,5,5,5,5,5,5,5,2,1,2,2,2,4,2,2,2,2,3,2,2,2,3,3,1,0,1,Isei,N2-3nin,0,1,0,1,2.5,female,40_af,40dai,Dai_Sotsu,y1-200,y800-1000,1,9,PC(Windows),Kanto,13,Married,NoChild,91
6,4,7,10,3,0,10,5,5,2,4,5,7,4,2,3,4,4,3,4,1,1,3,3,3,3,3,3,4,3,3,0,,Isei,N4-5nin,1,3,0,,4.5,female,40_bf,40dai,Kou_Sotsu,y0,Unknown,0,,PC(Windows),Kanto,11,Married,NoChild,92
4,3,4,10,10,0,10,5,5,0,0,0,10,10,0,2,4,3,3,4,3,1,2,1,2,3,3,3,3,4,4,,,Isei,,3,4,,,,female,30_bf,30dai,Dai_Sotsu,y0,y600-800,0,7,PC(Windows),Kanto,13,Married,NoChild,93
6,6,3,2,5,0,5,5,5,3,5,6,0,3,0,2,3,3,2,3,2,3,2,2,3,1,1,1,2,2,4,4,4,Isei,N1nin,0,4,12,12,1,female,40_bf,40dai,Dai_Sotsu,y1-200,y400-600,1,5,PC(Windows),Chugoku,34,Married,Child,94
0,0,7,4,2,0,5,5,5,4,5,5,3,3,0,3,2,3,3,3,4,4,2,3,3,2,2,2,3,4,1,0,,Isei,N4-5nin,1,1,0,,4.5,female,30_bf,30dai,Dai_Sotsu,y1-200,Unknown,1,,SMA(android),Chubu,15,NotMarried,NoChild,95
